"CountryName","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR.FE","SE.PRM.NENR.FE","SE.PRM.CMPT.ZS","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.MA.IN","SP.PRM.TOTL.IN","SE.COM.DURS","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GDP.MKTP.CD","NY.GNP.PCAP.PP.CD","NY.GNP.PCAP.CD","UIS.XGDP.1.FSGOV","UIS.X.PPP.1.FSGOV","UIS.X.US.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.US.2T3.FSGOV","UIS.XGDP.56.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.5T8.FSGOV","SE.PRM.ENRR.MA","SE.PRM.ENRR","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","HD.HCI.OVRL.MA","HD.HCI.OVRL.FE","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.HLOS","HD.HCI.OVRL","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.EYRS","HD.HCI.MORT","HD.HCI.MORT.MA","HD.HCI.MORT.FE","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.AMRT","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.US.5T8.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","IT.NET.USER.P2","SL.TLF.ADVN.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.FE.ZS","SE.PRM.NENR.MA","SE.SEC.NENR","SE.PRM.NENR","SE.SEC.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.PRIV.ZS","SE.TER.PRIV.ZS","IT.CMP.PCMP.P2","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.POP.TOTL","SE.PRM.ENRL.TC.ZS","UIS.PTRHC.56","SE.SEC.ENRL.TC.ZS"
"Madagascar",3.23481,143.05715,NA,65.46877,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.07849,62.88984,1719141,1748373,4319984,2152959,2167025,3467514,5,527.501285041282,1891.32066763688,13853432868.227,1840,510,1.29373,403.94982,128.33543,0.52853,165.02758,52.4295,0.00019,0.06997,0.01856,142.01946,142.53428,36.52693,37.06355,35.99303,5.35049,5.21415,5.48737,0.371,0.391,352,350,351,0.374,7.57,7.37,7.47,0.9558,0.9518,0.96,0.8163,0.7655,0.791,6.56652,91.75002,29.14911,8.40601,37.31469,117.45209,0.03809,0.15238,0.5744,9.8,69.2442016601563,75.7210998535156,61.3706016540527,NA,29.84739,95.60378,28.66958,19.68346,42.74523,27.42854,NA,3410329,1691942,1718387,13516000,13453000,26969000,39.81169,24.76469,19.29784
"Malawi",4.71484,143.09862,NA,80.00207,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.6139,79.39138,1593672,1616163,2760322,1377956,1382366,3209835,8,389.398033178836,1310.99555499899,7064971176.34408,1310,360,2.08558,426.14847,132.9183,1.3655,279.01338,87.02597,1.09723,224.19752,69.92857,141.824,142.45782,40.28176,39.91857,40.64471,0.82388,0.63539,1.01835,NA,NA,NA,NA,359,0.407,9.39,9.36,9.37,0.9446,0.9398,0.9497,0.7822,0.669,0.7278,8.15872,99.55514,31.05185,24.02977,91.45658,293.21834,1142.37005,5468.16659,12057.64718,13.78216439,77.9461975097656,84.3676986694336,66.0449981689453,NA,34.23885,NA,33.7171,2.07403,10.23195,10.28436,NA,4039619,2010340,2029279,9443000,9185000,18629000,58.67919,13.60424,72.31002
"Malaysia",4.53477,106.00638,99.8099,99.4916,440.207536711111,443.48121557479,436.760400859543,414.979514206286,427.706979455638,401.577679882398,437.61807367156,440.701489010677,434.371282522107,101.08565,97.98917,1420258,1503849,3162457,1532469,1629988,2924107,6,11373.2330025676,31782.1533573136,358581943446.259,30650,10590,1.54344,15425.17785,5469.14268,1.87602,18749.01126,6647.63925,0.96804,9674.64526,3430.23697,104.61654,105.2916,81.99226,85.41413,78.77512,45.12539,49.85466,40.6635,0.601,0.645,473,463,468,0.622,12.39,11.96,12.16,0.9921,0.9915,0.9928,0.9173,0.8452,0.8793,16.13708,4841.78365,1632.68071,22.81098,2563.71622,7230.7089,23.75401,2669.70273,7529.63341,81.20170665,69.25,72.9499969482422,65.9400024414063,99.97004,72.21113,99.64564,69.18652,11.84197,8.94723,49.39325,NA,2924107,1420258,1503849,15527000,16423000,31950000,11.6556,13.34506,11.40208
"Maldives",4.06728,98.07931,96.40703,97.35546,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.34973,102.374,23996,26365,26182,13137,13045,50361,NA,10330.615614094,15307.7219374077,5327457149.72581,14110,9280,1.48033,98.94212,65.34266,0.87874,58.73331,38.78824,0.83742,55.97129,36.96417,96.20405,97.1098,NA,NA,NA,31.22359,59.77832,16.61779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.07814,2259.93288,1492.48893,NA,NA,NA,31.87037,2708.77969,4341.66389,63.18566588,81.5712966918945,92.3551025390625,73.7693023681641,94.48842,NA,95.4151,NA,7.38208,NA,42.99917,NA,NA,NA,NA,195000,336000,531000,10.16278,17.4296,NA
"Mali",3.78684,71.60267,55.75683,49.61439,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.14091,52.01532,1662091,1718030,2658163,1310782,1347381,3380121,9,899.659908096615,2316.6551998375,17163432832.0957,2260,840,1.69159,695.75376,259.48406,1.40119,576.30962,214.93691,0.65464,269.25205,100.4186,79.47066,75.6006,41.02728,36.99537,44.95349,4.5169,2.66183,6.34346,0.318,0.315,307,307,307,0.317,5.11,6.03,5.57,0.894,0.8887,0.8995,0.7512,0.7329,0.7426,12.18779,270.78322,100.98965,25.35107,210.06229,563.23931,166.17826,1376.97503,3692.07858,13,81.7218017578125,85.9160003662109,69.6656036376953,62.02415,29.92706,58.94142,32.95999,39.93487,43.76685,4.07559,NA,4638440,2282923,2355517,9813000,9845000,19658000,37.82669,30.81621,17.43224
"Malta",5.20455,105.10351,NA,101.93419,471.724415048656,478.415380853535,465.585838634637,448.234760109868,473.550171714865,425.009325528165,456.590322781799,467.526840596578,446.556696506149,99.58549,104.14432,12078,13050,28444,13857,14587,25128,11,30098.2833099975,42581.0978615749,14553422928.8831,39230,26480,1.26339,203.34973,135.20667,1.954,314.50666,209.11461,1.31836,212.19649,141.08886,104.90065,104.99837,104.75412,104.6697,104.83432,54.25992,63.17398,46.03255,0.675,0.731,483,467,474,0.701,13.57,13,13.28,0.9936,0.993,0.9941,0.9607,0.9341,0.947,22.80655,8248.08078,5484.12615,29.52681,7100.09914,10678.4909,44.39611,10675.60978,16056.02959,81.40313252,85.6095962524414,87.1774978637695,84.0227966308594,NA,92.96077,99.53764,91.52666,43.76648,35.38687,6.23917,NA,44889,21721,23168,242000,243000,485000,12.93931,8.31414,7.11247
"Marshall Islands",NA,84.56508,74.82014,70.85459,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.78646,69,4449,4644,9014,4409,4605,9093,13,3788.16359372058,3989.03765796221,221278000,5090,4860,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.90803,84.74016,64.44054,66.6185,62.37737,23.66127,23.80952,23.52127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.70116262,NA,NA,NA,71.551,55.85237,73.15121,53.41091,13.68845,18.03636,NA,NA,19538,9550,9988,NA,NA,59000,NA,19.55882,NA
"Mauritania",2.63107,102.75245,80.85963,76.05602,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.69111,72.51891,332500,342201,659426,325171,334255,674701,9,1188.83458753973,4150.96524599535,5234817927.17087,4120,1160,1.47086,243.99242,69.54136,0.68052,112.88757,32.17459,0.46654,77.39086,22.05751,97.11084,99.89176,36.83391,37.14018,36.53606,4.99912,3.33115,6.62026,0.337,0.357,343,340,342,0.353,6.43,6.09,6.26,0.921,0.9153,0.9271,0.8222,0.7765,0.7993,10.18348,405.73168,115.63937,14.17252,160.9373,564.66374,95.78092,1087.6485,3816.1176,20.80096366,75.8215026855469,80.3751983642578,64.4609985351563,78.32501,30.97658,79.5744,30.24987,15.65834,24.56467,3.9492,NA,945537,466126,479411,2254000,2272000,4526000,34.27814,42.95313,25.9167
"Mauritius",4.83459,102.48569,97.22058,100.79118,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.90525,99.71879,42254,43889,125673,61610,64063,86143,11,11238.6903948961,23750.9880399871,14220348672.7333,26080,12050,1.10356,311.98453,146.32527,3.03245,857.29428,402.08344,0.31059,87.80458,41.18162,99.78083,101.1076,95.0962,97.76666,92.52626,40.59604,47.45723,33.86001,NA,NA,NA,NA,473,0.626,12.82,12.2,12.5,0.9869,0.9856,0.9883,0.9083,0.8118,0.8588,15.56837,3480.33877,1632.32932,31.32456,3284.35145,7002.66516,9.57631,927.14179,2025.50903,58.5961697,74.7270965576172,75.8002014160156,73.6194000244141,94.88678,84.30832,94.80512,81.66395,34.62328,56.58694,43.6242,NA,178989,87751,91238,642000,626000,1268000,16.19841,30.38818,10.9886
"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,131000,266000,NA,NA,NA
"Mexico",4.90983,106.03469,NA,104.09784,408.801473754761,403.165629107169,414.917808706934,420.468892771172,425.800462677649,414.682773847033,419.204719582484,414.704148263307,424.088992195639,104.32097,103.88328,6543572,6845813,13479434,6624276,6855158,13389385,14,9673.44367360619,19844.6456685975,1220699479845.98,19340,9180,1.59334,36908.63614,17173.49203,1.61753,37468.86986,17434.16732,1.03553,23987.36825,11161.25982,105.51657,105.77001,104.38503,108.2199,100.65936,40.22896,40.62317,39.8398,0.595,0.62,429,430,430,0.607,12.74,12.42,12.57,0.9866,0.9853,0.9879,0.9222,0.8617,0.892,13.77261,2586.7508,1203.6084,14.38587,1257.20138,2701.93087,29.63388,2589.74671,5565.78819,65.77263448,77.4854965209961,84.4478988647461,70.6808013916016,NA,81.15596,95.30064,79.84907,9.26853,13.14292,33.5574,NA,31340326,15363666,15976660,65172000,62403000,127576000,26.55228,11.43611,16.85759
"Micronesia, Fed. Sts.",12.4595,95.96471,85.6523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,7273,13986,6798,7188,14275,NA,3568.29082936098,3553.06145460345,401932279.019221,3640,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.32965,97.17474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.30405287,82.0067977905273,85.8672027587891,77.6053009033203,85.27057,NA,85.45699,NA,3.40893,NA,NA,NA,NA,NA,NA,56000,58000,114000,19.7106,NA,NA
"Middle East & North Africa",NA,102.82767,92.14038,91.32697,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.86638,92.71545,24075996,25342433,45427839,22165543,23262296,49418429,NA,8042.8494647245,20712.4325108103,3610538547716.1,20820.8924179254,7693.2017302717,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.82128,104.36283,81.4368,78.86392,83.88837,41.8903,43.13133,40.71468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8713179067899,NA,NA,NA,95.21183,72.89887,93.71546,74.94981,10.53407,9.53422,NA,NA,77351975,37698593,39653382,220079000,236584000,456661000,21.32469,NA,14.91591
"Middle East & North Africa (excluding high income)",NA,102.77238,91.52754,90.36671,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.63103,92.01523,21371957,22518138,40303641,19666209,20637432,43890095,NA,3823.21794687243,13752.4084196543,1439620311552.57,13763.2766775779,3886.78011172481,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.35637,104.61117,77.6646,75.79043,79.45058,39.68762,40.16393,39.22772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1146716782924,NA,NA,NA,95.20715,70.61009,93.41539,72.79815,9.07343,7.79359,NA,NA,68371191,33305784,35065407,193195000,196269000,389463000,23.02361,NA,16.20428
"Middle East & North Africa (IDA & IBRD countries)",NA,102.81863,91.48722,90.25497,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.48122,91.93943,21129865,22265135,39448791,19247067,20201724,43395000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.44589,104.67971,77.4084,75.39607,79.32563,39.61473,39.93769,39.30289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.21351,70.25002,93.3991,72.57012,9.02745,7.81083,NA,NA,67226334,32745220,34481114,NA,NA,NA,23.00915,NA,16.17787
"Middle income",4.475830078125,105.45538,89.23946,92.47109,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.54064,92.40776,255961636,276888651,603626050,289609919,314016131,532850287,NA,5485.57381480681,12983.1995303248,31150055201522.6,12834.0472333517,5342.85148178287,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.51694,104.44809,76.88293,77.10224,76.68066,36.33751,38.74932,34.09637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1180264655656,NA,NA,NA,91.21682,68.12466,90.26697,67.67818,19.30622,28.49562,NA,NA,884110581,424928680,459181901,2830154000,2903171000,5735396000,23.67467,NA,17.83669
"Moldova",5.51108,90.64651,86.19406,89.38008,420.60399887257,421.670051029767,419.595122029875,423.992965737887,444.598528320843,404.492536251107,428.485266806617,434.102482707775,423.169317671448,88.83603,89.88921,74678,79971,260374,126430,133944,154649,11,3227.3121916043,7271.64191879281,11443671435.9024,7620,2980,1.28585,332.88482,145.41803,1.98381,513.57412,224.35068,0.65585,169.78916,74.17101,90.59284,90.61876,86.90614,86.45337,87.33351,39.82124,45.71871,34.18241,0.558,0.603,446,425,436,0.58,11.78,11.78,11.78,0.9845,0.9829,0.9862,0.9035,0.7608,0.8331,32.39568,2365.18895,1033.21354,30.80955,982.62602,2249.38613,26.64596,849.8346,1945.40559,76.12451989,58.3648986816406,62.9137992858887,55.1018981933594,86.42633,77.95594,86.31417,78.29615,1.52132,1.77478,14.31534,NA,415023,201108,213915,1841000,1695000,3536000,17.92314,13.84031,9.86318
"Monaco",1.46121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,185741.279991587,NA,7184844192.63456,NA,NA,0.17414,NA,11.26371,0.43137,NA,27.90179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31307,NA,5629.03891,4.9479,8406.6857,NA,NA,NA,NA,97.05297684,NA,NA,NA,NA,NA,NA,NA,30.26647,32.5816,70.54583,NA,NA,NA,NA,NA,NA,39000,11.7,6.88333,8.54364
"Mongolia",4.08578,102.78962,95.22082,101.77965,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.88478,101.67675,156285,159932,322045,159477,162568,316217,12,4121.73243469391,13799.9048471337,13066749138.3261,12500,3660,1.31628,524.09929,150.49838,1.19412,475.45856,136.53089,0.26184,104.25798,29.93833,105.26309,104.04036,91.51935,94.75083,88.34743,65.59544,76.65813,54.68325,NA,NA,434,435,435,0.626,NA,NA,13.59,0.9828,0.9796,0.9861,0.8751,0.7088,0.7912,13.08953,1673.79569,480.64087,15.40936,407.31464,1160.44125,3.17441,116.56278,405.92111,23.71426517,67.3252029418945,75.9514999389648,62.2299995422363,96.76547,NA,97.69756,NA,5.79336,7.20479,42.3677,NA,611594,302662,308932,1635000,1590000,3225000,30.38318,23.08864,14.49262
"Montenegro",NA,97.59094,96.08448,94.47806,429.611542426079,425.316089322742,433.555980870941,421.057573198021,436.826398545333,406.57734039512,415.172231156272,417.519530302834,413.016747957514,94.32662,94.61538,18535,20304,63156,30082,33074,38839,9,8844.23698538056,20689.9867512224,5504166666.66667,20930,8430,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.1978,100.00255,89.87782,90.5243,89.28851,56.08097,64.91357,47.94991,NA,NA,439,426,433,0.615,NA,NA,12.36,0.9965,0.9963,0.9967,0.9363,0.8786,0.9072,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.517253,79.617301940918,77.4636993408203,81.4532012939453,95.37896,89.07485,96.54847,88.45482,0.35889,0.32583,24.1333,NA,70619,33622,36997,315000,308000,622000,NA,14.90056,NA
"Morocco",NA,111.51325,96.96158,93.59746,367.727352665866,367.278386077557,368.137377728553,359.387886216686,372.930830988147,347.019601084809,376.596889264975,381.307263261378,372.29507384385,94.40173,92.83505,1878108,1983907,3597672,1755233,1842439,3862015,9,3222.20063433213,8611.70983312611,117921394402.361,8430,3090,2.29122,5706.72294,2447.60692,2.71144,6753.37081,2896.513,NA,NA,NA,116.1127,113.87658,80.2262,76.58119,83.69787,35.93593,35.69778,36.16394,0.49,0.511,376,359,367,0.5,10.65,10.56,10.6,0.9767,0.9744,0.9791,0.9366,0.9264,0.9316,19.49905,1419.21143,608.69815,36.35944,1059.02634,2523.50345,NA,NA,NA,64.80386519,NA,NA,NA,96.83048,64.4924,99.09904,64.48602,17.0093,10.3297,7.32388,NA,5606057,2728123,2877934,18379000,18093000,36472000,26.80065,28.74403,19.42453
"Mozambique",5.59847,108.41345,92.4766,51.98764,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.80507,55.18379,2977774,2986134,3657186,1836807,1820379,5963908,NA,498.957220208652,1459.69841306972,14717223206.9,1430,460,3.19123,905.10766,511.19767,1.98316,562.47224,317.67989,0.88718,251.62585,142.1163,116.79035,112.60498,35.40672,33.44512,37.39254,7.31255,6.53364,8.10823,NA,NA,371,365,368,0.361,NA,NA,7.44,0.9276,0.9231,0.9324,0.7267,0.6563,0.6937,12.3982,137.57144,77.69927,42.51636,266.44908,471.76488,140.14384,878.27827,1555.04696,10,76.3087005615234,80.4909973144531,69.040397644043,95.37994,19.27829,93.92934,19.23149,1.94645,13.32907,39.96728,NA,NA,NA,NA,15620000,14746000,30366000,55.27379,15.16804,36.54379
"Myanmar",1.9726,109.73606,88.4284,95.39961,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.77942,96.01347,2306616,2335354,6037419,3007166,3030253,4641970,5,1325.9529237064,6674.02864731957,71214803377.8284,6500,1310,0.77583,2556.34247,517.6259,0.80804,2662.49364,539.12013,0.29148,960.41746,194.47197,114.84631,112.30667,68.43682,71.29753,65.5965,18.81594,21.98387,15.63253,0.458,0.49,431,418,425,0.473,9.98,9.73,9.85,0.9514,0.947,0.956,0.8384,0.7761,0.8081,7.81464,482.35015,97.6696,10.30288,128.76841,635.93449,16.6916,208.61637,1030.27085,30.67818311,66.8115997314453,73.0608978271484,62.7383995056152,89.58032,64.05857,97.93192,61.49661,4.92735,5.58047,NA,NA,4719012,2345210,2373802,28001000,26045000,54045000,24.3599,35.52046,27.24679
"Namibia",3.10315,122.13574,96.14792,94.08622,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.91572,91.24179,203184,202665,245419,123299,122120,405849,7,5931.45388611617,11101.8262817533,14521711633.9533,10870,5220,0.59573,157.33819,67.23472,0.57047,150.6685,64.38459,1.57021,378.34802,200.76866,126.36668,124.24839,NA,NA,NA,22.88816,30.26425,15.31023,NA,NA,NA,NA,407,0.435,NA,NA,8.94,0.9558,0.9519,0.9598,0.758,0.6624,0.7124,17.08606,1378.45233,728.76479,NA,NA,NA,76.01238,4275.039,8056.30007,51,79.005500793457,82.3323974609375,76.4363021850586,94.28818,NA,97.48892,NA,5.92824,NA,29.18496,NA,394950,197739,197211,1286000,1209000,2495000,25.09173,16.6358,NA
"Nauru",NA,123.17416,82.61538,131.01852,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.33333,128.7037,758,767,1244,621,623,1525,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.66574,126.43357,82.73561,83.61204,81.86356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.77778,71.80984,93.69858,70.71547,NA,NA,NA,NA,3269,1628,1641,NA,NA,NA,40.17778,NA,24.8
"Nepal",5.16365,143.45337,NA,120.44734,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.21302,117.66454,1400674,1392290,4319988,2145679,2174309,2792964,9,1033.91243082634,3089.55635218567,29040398982.3466,3110,970,1.99142,1350.66312,398.34379,1.23399,836.94071,246.83441,0.39991,271.23187,79.99295,140.82569,142.14347,80.17992,83.0243,77.373,12.41086,12.82445,11.96419,NA,NA,NA,NA,369,0.49,11.87,11.5,11.68,0.9663,0.9642,0.9687,0.8749,0.8333,0.8544,12.35956,311.54614,91.88262,10.45324,77.71081,263.49383,24.16269,179.62866,609.06637,34,67.3869018554688,73.8705978393555,56.2487983703613,NA,61.87253,96.2984,60.93904,16.57308,NA,38.6437,NA,5122335,2561748,2560587,15562000,13047000,28609000,19.74396,60.00969,28.2567
"Netherlands",5.4796,104.22212,99.08544,NA,519.230982676559,518.547571749966,519.910894651173,484.783725370566,499.245394652416,470.396097466122,503.383819750007,507.505043006657,499.283696481234,NA,NA,536430,566507,1208345,587890,620455,1102937,13,53024.0592130531,56328.9411363302,913658465709.125,56890,51260,1.16281,10166.5636,9110.92251,2.21867,19398.08558,17383.89307,1.74939,15295.09297,13706.93308,104.23671,104.22962,135.57512,136.5169,134.68187,84.98045,90.91987,79.30307,0.787,0.813,532,527,530,0.8,13.89,13.75,13.82,0.9961,0.9957,0.9965,0.9559,0.9332,0.9444,16.6548,8550.33684,7662.51602,23.09833,10627.04457,11858.35181,35.77867,16460.99861,18368.25954,94.71207372,80.5931015014648,80.7434997558594,80.4390029907227,98.23325,93.16439,98.64765,92.61802,0.37059,7.17702,16.92845,NA,2511007,1221623,1289384,8674000,8606000,17280000,11.80592,12.74128,14.51694
"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108835,94012,202847,NA,NA,NA
"New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0058408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,145000,288000,NA,NA,NA
"New Zealand",6.44277,100.19743,98.86377,NA,494.489675979207,490.021524581567,498.888017335768,505.727283443831,520.26237440767,491.419287581964,508.490721422843,507.646798674669,509.321458789307,NA,NA,185561,196033,432403,211193,221210,381594,10,41945.3316690932,41005.4208705895,204923917869.355,39410,40640,1.68319,2898.86616,2982.74674,2.29457,3951.82017,4066.16866,1.52923,2633.70411,2709.91205,99.7651,99.97476,114.59004,118.2183,111.12905,82.03322,97.17176,67.85505,0.751,0.785,522,513,517,0.767,13.7,13.51,13.6,0.9947,0.9942,0.9953,0.9505,0.9266,0.9388,20.32099,7615.32845,7835.68294,21.11448,8141.64771,7912.68891,25.25573,9738.49606,9464.63081,90.81109307,69.7600021362305,68.9400024414063,70.4899978637695,98.09333,96.86035,99.11677,96.04486,1.88445,9.08156,13.85305,NA,627829,305575,322254,2506000,2423000,4929000,14.91552,15.9588,13.62875
"Nicaragua",4.33953,120.12222,95.96627,84.87586,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8012,81.16323,381047,402988,619484,299503,319981,784035,7,2028.89475539369,5533.55106372852,13117845416.6297,5400,2030,1.78526,404.22908,156.36375,0.5934,134.36073,51.97337,1.16807,264.48209,102.30687,121.13202,120.64043,73.43242,77.95794,69.13564,NA,NA,NA,0.513,0.55,392,392,392,0.531,11.92,11.24,11.57,0.9828,0.9808,0.9848,0.8986,0.8131,0.8569,11.25575,437.59813,169.27156,7.42901,111.7224,288.82297,NA,NA,NA,27.86304001,85.6401977539063,91.0887985229492,81.6281967163086,93.87419,48.4211,94.89265,44.6393,15.55343,21.83357,NA,NA,914563,444662,469901,3320000,3226000,6546000,30.21638,NA,30.83047
"Niger",4.9198,69.24308,60.19768,71.62694,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.04422,77.99058,1974713,2040542,3541161,1740203,1800958,4015255,NA,413.980304962089,1063.42184074385,9290938457.2883,1040,390,1.70465,372.98165,138.41255,0.62393,136.51742,50.66127,0.82394,180.28072,66.90172,80.05192,74.7362,24.25375,20.70213,27.68139,4.41435,2.56518,6.18877,0.317,0.312,302,307,305,0.316,4.87,5.81,5.34,0.9155,0.912,0.9192,0.7732,0.7448,0.758,13.16751,133.36831,49.49264,16.06399,60.37964,162.70561,260.1551,977.84366,2635.00489,5.250487687,69.575798034668,78.0955963134766,47.2610015869141,69.89238,20.06691,65.12458,22.96816,3.61044,14.81587,31.37098,NA,NA,NA,NA,11596000,11714000,23311000,36.33661,14.69914,29.73171
